meloeiro	fruta
retirar-se	cessar/descontinuar/terminar/parar/deixar/acabar/finalizar/desistir
desestruturar	destruir
expressão	aparência/comunicação/comunicado/idioma/rosto/semblante
lasca	defeito/apara
fotocópia	cópia/reprodução/ilustração/figura/imagem/retrato/desenho/fotografia/foto
pressagiar	contar/informar/denotar/sugerir/evidenciar/sinalizar/indicar
debandar	atuar/escapar/dispersar/dissipar/espalhar/agir/fazer/fugir/evadir-se
Boinas_Verdes	Divisão
primor	Belo/maturidade/beleza
espoliação	saque/pilhagem
vassourar	mexer/mover/deslocar
tropeço	bobagem/gafe/fiasco
Raposa	canídeo/cão
detecção	descobrimento/recepção/percepção/descoberta
barriga	pança/víscera/Anatomia
prostituta	adúltero/cortesã/mulher_pública/puta/rapariga/quenga/meretriz/rameira/devassa/mulher
vareta	barra/símbolo/aceno/emblema/sinal
urgência	crise/magnitude/necessidade/importância
Y	letra/caractér/carácter
tio	doador/varão/parente/primo/macho/homem
cúmplice	servente/criminoso/ajudante/servidor/assistente/adjunto/criado
emissora	posto/estação
azarar	predestinar/atuar/agir/fazer
chute	porrada/esforço/golpe/tentativa
absinto	artemísia/licor
escarlate	encarnado/rubro/vermelho/vermelhidão
lima	ferramenta
imprudência	descortesia
penhor	garantia/penhora
preito	reverência/respeito
pateta	idiota/estúpido/simplório
banquete	night/Alimentação/jantar/balada/reveillon/repasto/refeição/acontecimento/festa
dominatrix	mulher
atividade	condição/estado/situação/acção/ação/ato/feito/peculiaridade/feição
emir	governador/governante
refinamento	perfeição
presbiteriano	protestante
protetorado	posto/cargo/posição/terra/domínio/território/circunscrição/país/distrito/condado/comarca
diluir	enfraquecer
hipoplasia	displasia
ânimo	personalidade/caráter
gaguejar	verbalizar/hesitar/duvidar/vacilar/falar/dizer/conversar/proferir
Dogfight	luta/combate/batalha
acalmar-se	tornar/revoltar-se/revoltar
planeta	estrela/astro
florão	ornamento/adorno/decoração/ornato
eco	reflexão/resposta/emitir/soltar
riscar	provocar/mexer/colorizar/mover/deslocar/colorir/criar/realizar/construir/causar
montra	janela
refazer	alterar/mudar/modificar/construir/criar/produzir/fazer/remodelar
hipótese	proposta/opinião/pressuposição/raciocínio/argumentação/ideia/idéia/concepção/conceito/teoria/possibilidade/suposição
desidratação	sede/extracção/aridez/secura
borboletear	passar/acelerar/apressar-se/despachar-se/apressar
ergotismo	intoxicação
parar	deixar/dispensar/terminar/protestar/suspender/proibir/impossibilitar/impedir/estorvar/evitar/obstar/interromper/encerrar/concluir/finalizar
contradição	negação/oposição/mentira/falsidade
aptidão	presente/capacidade/faculdade/habilidade/dom/talento
valva	ferramenta/aparelho/aparato/mecanismo/instrumento/dispositivo/equipamento
decênio	período/etapa/tempo
ajuizar	desafiar
notação	Escrita/escrita
elenco	reunião/organização
solicitar	comunicar/transmitir/requisitar/requerer/pedir
assistente	participante/trabalhador/servente/ajudante/servidor/adjunto/criado
posar	exibir/enganar/colocar/expor/apresentar/mostrar/trair/botar/carregar/pôr
Antropologia_Cultural	antropologia
lecionar	informar
hortaliça	erva/maconha
arbitragem	investimento/mediação/julgamento/sentença
manejo	contato/toque
conquistar	impressionar/usurpar/superar/comover/afetar/limitar/refrear/controlar/esbulhar/atuar/agir/comportar-se/parecer/derrotar/vencer
adorador	amado/amante/admirador
fornecimento	abastecimento/ocupação/atividade
alucinar	aperceber-se/entender/aperceber/perceber
cimento	formigão/concreto/betão/Concreto
vigorar	aumentar/crescer
celebridade	honra/personagem
tosse	expulsão/sintoma
vimeiro	árvore
debochar	descartar/ignorar/desconsiderar/menosprezar
torneio	luta/batalha/concurso/certame/jogo/partida/competição
estoque	pilha/artigo/mercadoria/fazenda/produto/acumulação/grupo/montão/cúmulo/monte
enviar	pagar/embarcar/remeter/lançar/despachar/transportar/expedir/transmitir/transferir/trazer/deslocar/mover
negociar	suceder/atingir/conseguir/discutir
espadeiro	combatente/lutador/guerreiro/lutadora
extensão	espaço/adiamento/alcance/pausa/demora/dimensão/medida/tamanho/região/expansão/ampliação/aumento/número/grandeza/magnitude
Teologia_da_Libertação	teologia
artrópode	invertebrado
descreditar	minimizar
despojar	sacar/tirar
pulp	revista/jornal
lagarta	larva
sacrilégio	irreverência
azul	cor/tintura/corante
contra-terrorismo	táctica/estratégia
quintal	jardim/pátio/cercado/campo/terreno
benchmark	referência
findar	destruir/estar/ser
crucificar	executar/provocar/criticar/incomodar/aborrecer/assediar/irritar/importunar/molestar
arlequim	palhaço
abstracção	ideia/idéia/concepção/conceito
acidificar	tornar/revoltar-se/revoltar
nódoa	defeito
miséria	pagamento/Pobreza/recompensa/empobrecimento/pobreza
contemplação	reflexão/consideração
imprecação	maldição
zona	herpes/bagunça/área/região
seio	Anatomia
cromo	Crómio/crómio/metal/Metais
montanhismo	subida/escalador/alpinista/ascensão/escalada
leninismo	comunismo
ecossistema	sistema/organização
sine_qua_non	pré-requisito
canal	transmissão/cano/tubo/pipeline/cachimbo/oceano/água/comunicação/comunicado/aqueduto/duto/conduto/estrada
discursar	presentar/lidar/apresentar/pronunciar/tratar/falar/cobrir/endereçar
taberna	taverna/boteco/prédio/edifício
sensatez	sanidade/feição/peculiaridade
tenista	participante/jogador/atleta
achar-se	amadurecer
osteopatia	tratamento
subeditor	redator
Rifa	loteria
locação	habitação/terreno/região/extensão
antiguidade	idade/época/era/período
arar	trabalhar/lavrar
salada	prato
felicidade	humor/espírito/sentimento/emoção/impressão
pinguim-imperador	pinguim
caminhoneiro	chofer/condutor/motorista/conductor
deutério	isótopo
nora	cunhado
antologia	Antologia/florilégio/selecta
roubar	agarrar/trapacear/atuar/avançar/derrotar/apoderar-se/agir/fazer/bater/vencer/superar/ultrapassar/ofensa/crime/segurar/pegar/capturar/defraudar/ganhar/furtar/tomar
caseiro	adulto
caça	avião/mão-de-obra/aeroplano/animal/criatura/bicho/ser/besta/trabalho
liberar	entregar/soltar/desculpar/distribuir/fornecer/suprir/deixar/ceder/passar/dar/perdoar
Risc	estrutura
camponês	caipira
mulherengo	depravado/libertino/varão/macho/homem
alemão	europeu
florescer	desabrochar/florir/progredir/desenvolver
ginete	cavaleiro/galopante
crendice	convicção/religião/opinião/crença/fé
lombo	Anatomia/corte
satirismo	concupiscência/cio/Eros
chefiar	gerir/administrar
cá	lugar/ponto/localização/letra/caractér/carácter
Serviço_Nacional_de_Parques	Governo/agência/escritório
lasanha	massa
cédula	documentação/documento
movimento	decisão/deslocamento/jogada/mudança/condição/estado/situação/resolução/traslado/ocorrência/evento/acontecimento
substantivo	verbo/palavra/termo/vocábulo
sequenciar	achar/determinar/classificar
associar-se	suprir/reunir/filiar-se/fornecer/prover/abastecer/unificar/juntar-se/ingressar
arrogância	orgulho
cavar	escavar/dividir/remover/retirar/tirar/cortar
Genética	biologia
dentadura	jogo/grupo
isolar	classificar/adquirir/separar/ilhar/receber/obter/comprar/atingir/discriminar/partir/dividir
manopla	luva
sadomasoquismo	sadismo/masoquismo
furacão	ciclone/correnteza/fluxo/corrente
cronometrar	influenciar/quantificar/mensurar/moldar/determinar
cria	animal/criatura/bicho/ser/besta
excesso	exorbitância/demasia
gozar	gostar/experimentar/utilizar/experienciar/usar/empregar
edifício	produto/utensílio/artefato/comércio/empresa/negócio/tecido/estrutura
cueiro	vestuário/roupa
raciocinar	refletir/pensar
assistir	conferir/acorrer/escutar/checar/auxiliar/socorrer/ver/trabalhar/ouvir/apoiar/ajudar
ex-mulher	mulher
cachoeira	oceano/água
afilhado	afilhada/criancinha/bebê/bebé
quadro	ilustração/placa/figura/imagem/retrato/desenho/fotografia/foto/chapa/lousa
descongelar	derreter/amolecer/degelar/liquidificar/liquefazer
crescente	curva/arco
reviver	estimular/vigorar/conhecer/regenerar/animar/excitar/restituir/experimentar
arraial	município
trácio	europeu
Cd4	glicoproteína
prestigiar	reconhecer/aceitar
secagem	aridez/secura
d	letra/caractér/carácter
chibatar	bater/acertar/golpear/surrar
disseminação	espalhamento
Curling	jogo
interferente	desordeiro
brilhar	ocorrer/experimentar/iluminar-se/estar/iluminar/passar/suceder/acontecer/ser/resplandecer/luzir/sentir
pedra-sabão	talco
bandeira	pendão/Bandeira/pavilhão/estandarte/naipe/emblema
transiente	oscilação/vibração
parlamentar	legislador
tarântula	aranha
aproveitar	experimentar/gostar/utilizar/experienciar/usar/empregar
Vinha	granja/quinta/sítio/fazenda
somali	africano
iaque	boi
pescar	segurar/agarrar
curador	guardião/tutor
recalcular	computar/calcular
audácia	ousadia/agressividade
islamismo	monoteísmo/civilização
circuito	percurso/estrada/itinerário/caminho/rota/linha
encantamento	idioma
eucariota	criatura/organismo/ser
declaração	testemunha/descrição/testemunho/depoimento
desonrar	minimizar
arrepender-se	experimentar/sentir
escorrer	mexer/mover/deslocar
tipógrafo	maquinaria/máquina
eólico	heleno/grega/grego
gelar	refrigerar/solidificar/alterar/mudar/modificar/esfriar/resfriar/refrescar
afrancesar	tornar/alterar/revoltar-se/revoltar/mudar/modificar
farfalhar	fazer/ressoar/soar
autogolo	golo/gol
maternidade	parentesco/relação
estafeta	corrida
radiofonia	rádio
leptospirose	zoonose
algar	caverna/furna/gruta
ogiva	explosivo
desempoeirar	assear/limpar/purgar
raio	recta/vector/relâmpago/vetor/corisco/luz
costa	beira/ladeira/beira-mar/encosta/declive/subida/formação/margem/praia/litoral/ribanceira/orla
circuncisão	rito/liturgia
casamento	sacramento/cerimónia/promessa/cerimônia/família/festa/ritual/rito
carteira	bagagem/bolsa/mala/embrulho/saco/sacola/continente/contentor/caixa/jarro/vaso/vasilha
agradar	desejar/estar/querer/esperar/ser/satisfazer
além	vida
alcaide	jurista/magistrado/juiz/autarca/prefeito
chacota	comentário/observação
Craveiro	cravo
mérito	valor/importância
califado	posto/jurisdição/cargo/posição
refinanciar	financiar
Taxi	veículo/auto/viatura/automóvel/máquina/carro
endométrio	Mucosa/mucosa
Tora	rolo/pergaminho
circunferência	perímetro/dimensão/medida/magnitude/tamanho
caçador	buscador/alma/indivíduo/alguém/pessoa
oposição	curso/resistência/ação/ato/atividade/relação/conexão/partido/legenda
Mandarim	Língua_Chinesa/chinês
raiar	principiar/iniciar/começar
comida	nutriente/alimento/substância
relinchar	emitir/soltar
sistemática	ciência
haltere	peso
fragmento	bocado/natureza/peça/parte/tomo/pedaço/porção/secção
deturpar	trapacear/tapear
lichia	fruta
veste	vestuário/roupa
telecomunicação	mídia
Arquitectura	profissão
horizontalidade	localização/colocação/posição/situação
aristocrata	líder/chefe
chucrute	prato
evitação	rejeição
massacre	carnificina/homicídio/assassínio/assassinato
docente	professor/mestre/instrutor/pedagogo/educador
rubi	gema/jóia
acelerador	pedal
positivismo	empirismo/qualidade
taquicardia	arritmia
Galeão	veleiro
tráfico	mercantilismo/comercialismo/comércio
predominar	surgir
tálamo	parte/fragmento
pot-au-feu	guisado/cozido
saldar	vender
reunificação	junção/unificação
firewall	forca/impulsão/empurrão/impulso
semeador	agricultor/fazendeiro
banhar-se	limpar/lavar
táctica	programa
correcção	qualidade
enxoval	roupa/traje
cardeal	bispo
humanismo	doutrina/filosofia
combustível	carburante/substância
comentário	percepção/observação/descrição/declaração
alfinetar	perfurar/prender/ofender/magoar/furar/fixar/provocar/incitar/estimular/concitar
zarcão	óxido
alopurinol	remédio/medicamento
complexidade	qualidade
senhorio	domínio
almejar	planejar
deslindar	desfazer/desintegrar/separar
Profiterole	pastel
delongar	adiar
colete	vestuário/roupa
corpo	parte/Anatomia/cadáver/conjunto/comunidade/grupo/morto/defunto/exército/tomo/pedaço/porção/secção/natureza
trivialidade	comentário/observação
alentar	animar/inspirar/exaltar/encorajar
generosidade	partição/amabilidade/partilha
subtítulo	encabeçamento/título
queixa	objeção
supernova	estrela
agarrar	acariciar/tomar/segurar/pegar/capturar/abraçar
tendinite	inflamação
contrafação	falsificação/reprodução/cópia
ejaculação	expulsão
intercepção	prevenção
borracha	goma/látex/safa/implemento/instrumento/ferramenta
intimação	mandato/mandado
orfanato	instituição
pólvora	explosivo
usina	estação/posto/fábrica
defenestração	exclusão/expulsão
ratoeira	armadilha/rede
categorizar	raciocinar
tino	consideração
insucesso	acção/ação/ato/feito
diretor	executivo/educador/pedagogo/administrador
aviadora	piloto-aviador/aeronauta/piloto/aviador
barbeiro	cabeleireiro/cabeleireira
contagiar-se	adoecer
mantra	mote/cambial/lema
arena	ambiente/região/território/gramado/campo
velocidade	ritmo/passo
naval	azul
retaliar	castigar/penalizar/punir
figurino	varão/macho/homem
responsabilizar	exigir/comandar/ordenar
resultado	placar/ocorrência/evento/acontecimento/descrição/declaração/fenômeno/fenómeno/conclusão/chegada/fim/efeito
Margarita	cocktail/coquetel
pousar	baixar/vir/chegar/cair/descer
dica	presságio/indício/agouro/indicação/sinal
ter	estar/parir/fazer/ser/receber/sofrer/doer/conter/incluir/abarcar/experimentar/mudar/alterar
grifar	acentuar/marcar/pontuar/enfatizar
estender	alterar/mudar/modificar/ampliar/progredir/aumentar/tensionar/estar
talão	fundo
simpósio	conferência
antro	habitáculo
desabituar	alhear/estranhar/alienar
compilar	fabricar
subvalorizar	desrespeitar
termoquímica	química
malaquita	mineral
marco	referência
alfabeto	escrita
progressismo	ideologia
remição	suspensão/hiato
hasta	venda
elemento	componente/parte/categoria/porção
coleção	postulação/instância/requisição/requerimento/petição/solicitação/abaixo-assinado/apelo/conjunto/grupo
cabeça	planejador/líder/chefe/conhecimento/noção/cognição/compreensão
ressentimento	rancor/amargura/resentimento/ódio/aversão/repulsa/inimizade/hostilidade
folheado	capa
culpabilizar	incriminar/acusar
joalheiro	comerciante/fazedor/mercador/negociante
hino	canção/cantiga
manejar	manipular/gerir/administrar/tocar/manusear
quitanda	feira/mercado
excitar	intoxicar/alterar/sensibilizar/elevar/comover/perturbar/mudar/modificar/agitar/afetar
cana	prisão/cadeia/presídio/penalty/xadrez/penálti/cárcere
coroamento	carril
Dinastia_Tang	dinastia
telemarketing	venda
coágulo	grupo/bola/torrão
skiffle	Música_Popular
gendarmaria	lei/polícia
cargo	condição/função/emprego/profissão/lugar/ofício/ocupação/trabalho/serviço/estado/situação
multiplicação	crescimento/acréscimo/aumento/incremento
convocar	coletar/solicitar/chamar/ordenar/mandar/intimar/reunir/coligir/recolher/juntar/requisitar/requerer/pedir
Lei_de_Gresham	regra/princípio
icterícia	sintoma
soterrar	pôr/omitir/deitar/colocar/esconder/encobrir/tapar/acobertar/ocultar/tampar
freio	amarra/restrição/limitação
capucha	chapéu
precaução	prudência/medida/passo
carmesim	vermelhidão/vermelho/rubro/escarlate/encarnado
amotinar	insurgir-se/rebelar-se/revoltar/rebelar/amotinar-se/revoltar-se/insurgir
iraquiano	asiático/asiática
pano	produto/utensílio/artefato/fazenda/tecido/pedaço/peça
Cidade_de_Deus	Céu/céu
agrupar	classificar
contentor	equipamento
subordinação	dependência
gálio	metal/Metais
investir	apetrechar/alterar/mudar/modificar/gastar/despender/instalar/aparelhar/equipar/suprir/habilitar/possibilitar
exprimir	adquirir/significar/denotar/receber/obter/comprar/atingir
potência	força/poder
acostumar	acostumar-se/habituar-se/habituar
premiar	atuar/alocar/agir/fazer
tocha	lanterna/luz/archote/Tocha/facho
dieta	jejum/nutriente/comida/alimento
humanitarismo	doutrina/filosofia
órfão	menino/jovem/criança
personalizado	negociação/transação
cereal	alimento/erva/relva/grama
lilás	violeta/púrpura/roxo/arbusto/moita/mato
rotulagem	acontecimento/festa
ajoelhar	soar/tocar
solidificar	mudar
exploradora	alma/indivíduo/alguém/pessoa
mem	aculturação/cultura
