meloeiro	fruta
florescer	desabrochar/florir/progredir/desenvolver
ginete	cavaleiro/galopante
Bosquímano	nómada/nomadismo/nómadas
crendice	convicção/religião/fé
satirismo	concupiscência
chefiar	gerir/administrar
Serviço_Nacional_de_Parques	Governo/agência
lasanha	massa
cédula	documentação/documentos
movimento	decisão/deslocamento/jogada/mudança/condição/estado/situação/resolução/traslado/ocorrência/acontecimento
substantivo	verbo/palavra/vocábulo
associar-se	suprir/reunir/filiar-se/fornecer/abastecer/unificar/juntar-se
arrogância	orgulho
Genética	ciências_da_vida
dentadura	jogo/grupo
isolar	classificar/adquirir/separar/ilhar/comprar/atingir/discriminar/partir/dividir
manopla	luva
sadomasoquismo	sadismo/masoquismo
furacão	ciclone/fluxo/corrente
cronometrar	influenciar/quantificar/mensurar/moldar/determinar
cria	animal/bicho/ser/besta
Micrómetro	calibrador
excesso	exorbitância/demasia
gozar	utilizar/experienciar/usar/empregar
edifício	produto/utensílio/artefato/comércio/empresa/tecido
cueiro	vestuário/roupa
raciocinar	refletir/pensar
Dtp	vacina
ex-mulher	mulher
cachoeira	oceano/água
Direito_público	lei
afilhado	afilhada/criancinha/bebê/recém-nascido/bebé
quadro	ilustração/placa/figura/desenho/foto/chapa/lousa
descongelar	derreter/amolecer/degelar/liquidificar/liquefazer
reviver	estimular/vigorar/conhecer/regenerar/excitar/restituir
trácio	europeu
Cd4	glicoproteína
prestigiar	reconhecer
secagem	aridez/secura
d	caractér/carácter
chibatar	bater/golpear/surrar
disseminação	espalhamento
Feiura	semblante
Curling	jogo
interferente	desordeiro
brilhar	ocorrer/iluminar-se/estar/iluminar/passar/suceder/acontecer/ser/resplandecer/luzir/sentir
pedra-sabão	talco
bandeira	pendão/Bandeira/pavilhão/estandarte/naipe
transiente	oscilação
Mexicano-americanos	mexicano/Mexicano/mexicana
Maquiavelismo	autocracia/autocratismo
aproveitar	utilizar/experienciar/usar/empregar
Vinha	granja/quinta/sítio/fazenda/quintas
iaque	boi
curador	tutor
recalcular	calcular
audácia	ousadia/agressividade
circuito	estrada/itinerário/caminho/rota/linha
encantamento	idioma
eucariota	ser
declaração	testemunha/descrição/Descrição/depoimento
desonrar	minimizar
arrepender-se	sentir
escorrer	mexer/mover/deslocar
tipógrafo	maquinaria/máquina
eólico	heleno/grega
gelar	refrigerar/solidificar/alterar/mudar/modificar/esfriar/resfriar/refrescar
afrancesar	tornar/alterar/revoltar-se/revoltar/mudar/modificar
farfalhar	ressoar/soar
autogolo	golo/gol
estafeta	corrida
radiofonia	rádio
leptospirose	zoonose
Vinificação	profissão/ofício/arte
algar	oca/caverna/furna/gruta
raio	recta/vector/relâmpago/vetor/corisco/luz
circuncisão	rito
mutantes	animal/bicho/ser/besta
casamento	sacramento/cerimónia/promessa/estado_civil/cerimônia/família/rito
agradar	desejar/estar/querer/esperar/ser
além	vida
alcaide	jurista/magistrado/juiz/presidente_da_câmara
Banda_marcial	banda_musical/grupo
chacota	comentário/observação
Individualismo	convicção/religião/fé
califado	posto/jurisdição/cargo/posição
Almôndega	prato
endométrio	Mucosa/mucosa
Tora	rolo/pergaminho
circunferência	dimensão/medida/magnitude/tamanho
caçador	buscador/ser_humano/alguém
oposição	curso/resistência/ação/atividade/conexão/partido/legenda
Mandarim	Língua_Chinesa/língua_chinesa/chinês
comida	nutriente/alimento/substância
Navio-patrulha	embarcação/barco
relinchar	emitir/soltar
sistemática	ciência
fragmento	natureza/parte/tomo/pedaço/porção/secção
deturpar	trapacear/tapear
lichia	fruta
veste	vestuário/roupa
telecomunicação	meios_de_comunicação/mídia
Arquitectura	profissão
horizontalidade	localização/colocação/posição/situação
massacre	homicídio/assassínio
docente	professor/mestre/educador
rubi	gema
acelerador	pedal
positivismo	empirismo/qualidade
educação_de_adultos	curso
taquicardia	arritmia
Galeão	veleiro
Lira	harpa
tráfico	mercantilismo/comercialismo/comércio
predominar	surgir
tálamo	parte/fragmento
pot-au-feu	guisado/cozido
saldar	vender
reunificação	junção/unificação
banhar-se	limpar
táctica	programa
correcção	qualidade
enxoval	roupa
cardeal	bispo
Menestrel	intérprete
combustível	carburante/substância
comentário	percepção/observação/descrição/declaração/Descrição
alfinetar	perfurar/prender/ofender/magoar/furar/provocar/incitar/estimular/concitar
zarcão	óxido
alopurinol	remédio/medicamento/produtos_farmacêuticos
complexidade	qualidade
almejar	planejar
deslindar	desfazer/desintegrar/separar
delongar	adiar
colete	vestuário/roupa
corpo	parte/corpo_humano/cadáver/comunidade/grupo/morto/defunto/forças_armadas/tomo/pedaço/porção/secção/natureza
trivialidade	comentário/observação
alentar	inspirar/exaltar/encorajar
generosidade	partição/amabilidade/partilha
subtítulo	encabeçamento/título
queixa	objeção
estradas	rodovia/estrada/via/caminho
supernova	estrela
agarrar	acariciar/tomar/segurar/capturar/abraçar
tendinite	inflamação
hospedeira	pessoal_navegante_comercial
lágrimas_de_crocodilo	hipocrisia
contrafação	falsificação
intercepção	prevenção
borracha	goma/látex/implemento/instrumento/ferramenta
intimação	mandato/mandado
orfanato	instituição
usina	estação/posto/fábrica
defenestração	exclusão
ratoeira	rede
categorizar	raciocinar
tino	consideração
mineral	materiais
diretor	executivo/educador
aviadora	piloto-aviador/piloto
contagiar-se	adoecer
mantra	mote/cambial
arena	ambiente/região/território/gramado/campo
velocidade	passo
naval	azul
retaliar	castigar/penalizar
responsabilizar	ordenar
Margarita	cocktail/coquetel
pousar	chegar
dica	presságio/indício/agouro/indicação/sinal
ter	estar/ser/sofrer/doer/conter/incluir/abarcar/mudar/alterar
grifar	acentuar/marcar/pontuar/enfatizar
estender	alterar/mudar/modificar/progredir/aumentar/tensionar/estar
antro	habitáculo
desabituar	alhear/estranhar/alienar
compilar	fabricar
subvalorizar	desrespeitar
termoquímica	química
malaquita	mineral
alfabeto	escrita
remição	suspensão/hiato
coleção	postulação/requisição/requerimento/petição/solicitação/abaixo-assinado/apelo/grupo
cabeça	planejador/líder/chefe/noção/cognição
ressentimento	rancor/amargura/resentimento/aversão/repulsa/inimizade/hostilidade
culpabilizar	incriminar/acusar
funda	brinquedo/armamento
hino	canção/cantiga
manejar	manipular/gerir/administrar/tocar/manusear
plágio	documentos
quitanda	feira/mercado
Holandês	europeu
excitar	afectar/intoxicar/alterar/sensibilizar/elevar/comover/perturbar/mudar/modificar/agitar/afetar
Tubo_de_ensaio	cano/canal/duto/conduto/tubo/pipeline/cachimbo
coroamento	carril
telemarketing	venda
coágulo	grupo/bola/torrão
skiffle	música_popular/Música_Popular
gendarmaria	lei/polícia
cargo	condição/função/emprego/profissão/lugar/ofício/ocupação/trabalho/serviço/estado/situação
multiplicação	crescimento/acréscimo/aumento/incremento
convocar	coletar/ordenar/mandar/intimar/reunir/coligir/recolher/requisitar/requerer/pedir
Lei_de_Gresham	princípio
soterrar	omitir/deitar/colocar/esconder/encobrir/tapar/acobertar/ocultar/tampar
freio	amarra
capucha	chapéu
Cantão	divisão_administrativa
precaução	prudência/medida/passo
carmesim	vermelhidão/escarlate/encarnado
amotinar	insurgir-se/rebelar-se/revoltar/rebelar/amotinar-se/revoltar-se/insurgir
Royal_society	academia
iraquiano	asiático/asiática
pano	produto/utensílio/artefato/têxteis/fazenda/tecido/pedaço
caminho_de_ferro	via
Cidade_de_Deus	Céu/céu
agrupar	classificar
contentor	equipamento
subordinação	dependência
gálio	metal/Metais/metais
investir	apetrechar/alterar/mudar/modificar/gastar/despender/instalar/aparelhar/equipar/suprir/habilitar/possibilitar
exprimir	adquirir/significar/denotar/comprar/atingir
potência	poder
acostumar	acostumar-se/habituar-se/habituar
premiar	atuar/alocar/agir
humanitarismo	doutrina/filosofia
órfão	menino/jovem/criança
Barrete	estômago/barrete
personalizado	negociação/transação
lilás	violeta/roxo/moita
rotulagem	acontecimento
ajoelhar	soar/tocar
solidificar	mudar
mem	aculturação/cultura
Santíssima_Trindade	Todo-Poderoso
grappa	brandy/cachaça/pinga/parati/conhaque
Kamikaze	caça
intestino	víscera
regojizar	exultar
beirar	aproximar/aproximar-se
Cimento	materiais_de_construção/Materiais_de_construção
Mujahidin	forças_armadas
pesadelo	sonho
selim	cadeira/assento
deserdar	privar
chegada	ocorrência/acontecimento/ação/atividade
prisão_perpétua	condenação
sístole	pulso
etanol	Bebidas_alcoólicas
bosquete	bosque
desanimar	limitar/desaprovar/enfraquecer/descontrolar/perturbar/rejeitar/refrear/dissuadir
reaproveitar	utilizar/usar/empregar
Teoria_da_Comunicação	campo/disciplina
renegado	desertor
levitar	elevar/erguer/alçar
Clubes_de_futebol	equipe/companhia/time
aconchegar-se	colocar/carregar
cine	mídia/casa/teatro/meios_de_comunicação
Assembléia	assembléia/assembleia
maiúscula	grafema
alienista	psiquiatra
medalha_de_ouro	troféu/prémio
alocar	lotear/atribuir
pesquisador	cientista
charco	oceano/água
farelo	migalha
naipe	baralho/ornamento
identificar	associar/determinar/reconhecer/significar/denotar/relacionar/conectar
Amieiro	amieiro
cartógrafo	geógrafo
bobo	idiota/estúpido/simplório
literalizar	compreender
hipnotizar	sedar
chanceler	director/chefe_de_Estado/diretor/directora
repor	colocar/carregar
marquês	par/Lorde/nobre
MST	hora
Bacillus_anthracis	bacilo
idéia	concepção/convicção/religião/fé/pensamento
dominante	nota/tom
patrocínio	suporte/apoio
vaiar	condenar/sacanear
ardina	entregador
x	caractér/carácter
insensibilidade	incapacidade
excomunhão	proscrição/banimento
balcão	mesa/edifício/tecido
Armagnac	brandy/cachaça/pinga/parati/conhaque
Telómero	traseiro
simultaneidade	cronometragem
detalhar	expor
animação	ocupação/ser/atividade/cinematografia/Cinematografia
engrandecimento	melhoramento
beber	usar/tomar/consumir
além-túmulo	vida
garimpeiro	mineiro
espalhar	andar/disseminar/partir/dividir/separar/bater/cobrir/tampar/desaguar/caminhar/viajar
espeto	espetada
empório	feira/mercado
constructor	contratador
gnomo	máxima/provérbio/adágio/ditado/aforismo/axioma
clausurar	terminar/encerrar/concluir/finalizar
Bombas	munição/armamento/equipamento_militar
leiteiro	entregador
clérigo	líder/chefe/Ordem/sacerdote/pároco/pastor
baptismo	batismo
léxico	vocabulário/noção/cognição
nestoriano	caçador/seguidor
tundra	planície/terra/campanha
refletir	apontar/dizer/indicar/apresentar/manifestar/provar/certificar/demonstrar/emitir/pensar
Festa_do_Sacrifício	festividade
ondear	marcar
cosmógrafo	cientista
cremar	arder
queijo	malva/laticínio/lacticínio
vagem	fruta/fruto
cupim	insecto/inseto/Insectos
missiva	documentos
regato	córrego
coadjutor	ajudante/assistente/adjunto/criado
Teatro_de_ópera	casa/teatro
comparecer	surgir/aparecer
comercial	publicidade/reclamo/reclame/anúncio
amieiro	madeira/árvore
prancheta	placa/lousa/chapa/laje
polinização	fertilização/fecundação
palato	superfície
afiançar	penhorar
reação	oposição
lexicologia	linguística/Filologia/filologia
orquestrar	planejar
check-in	chegada
afresco	muralismo
criptografia	escrita
gole	deglutição/dose
laguna	lago
manteiga	lacticínio/laticínio
baixo-relevo	relevo/Relevo
propulsar	provocar/deslocar/mover/causar
robot	máquina/mecanismo
jovem	coorte/ser_humano/alguém/juvenil
desmanchar	remover/destruir/tirar
lua_cheia	fase
demover	delegar
cliente	comprador/consumidor/freguês
pupa	insecto/inseto/Insectos
escombro	devastação
substituição	mudança
ilustrar	ornar/personificar/expor/incorporar/encarnar/representar/decorar/adornar/ornamentar/embelezar/enfeitar
pavor	terror/consternação/medo/susto
Grês	cerâmica
Diocese	jurisdição
faia	árvore
educação_física	instrução/educação
beneficiário	destinatário
emprestar	entregar
falange	osso/forças_armadas
complicação	complexidade/situação/doença/condição/interferência
criminalizar	proscrever
pinheiro	madeira/conífera
pena	infortúnio/má_sorte/azar/acidente/plumagem/pluma
enervar	excitar/agitar
mostra	exemplo
necrose	morte
carroça	vagão
elegia	poema/poesia
instar	impelir/urgir/exortar
clímax	grau/ápice/fase
Postilhão	ginete/cavaleiro
sex_symbol	ser_humano/alguém
ecumenismo	evangelho/credo
intelligentsia	escol
escoadouro	duto/canal/tubulação
porcentagem	proporção
sufixo	morfema
SCSI	porta
arquiduquesa	Princesa/príncipe/princesa
trazer	atrair/provocar/transmitir/apresentar/tirar/vestir-se/arrumar-se/criar/construir/causar/carregar/transportar/deslocar/mover
sacanear	derrotar/bater/vencer/superar/ultrapassar/ironizar/menosprezar/mangar/ridicularizar
segmento	parte/tomo/pedaço/porção/secção
serenar	acalmar/silenciar/suprimir/inibir
esfregar	passar/limpar/lavar-se
Crânio	osso
sobreiro	carvalho
borla	barrete
iemenita	árabe/Arábico
fiscal	burocrata
Fraldinha	bife
arcano	informação
batalha	tentativa/esforço/pugna/peleja/disputa/combate/luta/conflito
Macromolécula	molécula
tiranizar	ditar
tramitação	discussão/debate
apresentar	mencionar/representar/atuar/entregar/propor/recriar/agir/verbalizar/conversar/proferir/introduzir/oferecer/regalar/dizer/contar/falar/citar/aludir/informar/designar/nomear
Treinador	treinador/técnico
dano	mudança/alteração/variação/modificação
surdez	Deficiencia/Deficiência/incapacidade/deficiência/Deficiente/inabilidade/Surdos/deficiência_auditiva
cooperar	trabalhar
inconstância	mutabilidade
baço	humor
Fitoterapia	terapia
Paleta	lousa/tábua/quadro
alcova	nicho
propósito	utilidade/intenção/meta
mesada	atribuição
salvamento	recuperação
Areópago	assembléia/assembleia
bordejar	povoar/habitar
marcação	código_de_conduta/instrução
ostrogodo	godo
rosnar	emitir/verbalizar/falar/dizer/conversar/proferir/soltar
desova	óvulo/ovo
amanhã	futuro/dia/porvir/vindouro
dissidência	divisão/ser_humano/alguém
pluma	pena/plumagem
improvisar	cozinhar/virar-se/sobreviver/executar/desempenhar
calculista	maquinaria/máquina
tremeluzir	brilhar/luzir/resplandecer
impedir	esgrimir/restringir/intrometer/intrometer-se/limitar/conter/evitar/atrapalhar
julgar	predicar/decidir/pronunciar/balizar/avaliar/rotular/concluir/pregar/advogar/arguir/ver/achar/considerar/declarar/refletir/pensar
flauta	Instrumentos_de_sopro/tocador/instrumentista/instrumentalista/músico/Madeiras
universo	montão/colecção/ruma/chusma/coleção/grupo/aglomeração/natureza
castão	alça/cabo
ornato	produto/utensílio/artefato
silicose	pneumoconiose
antimónio	metal/Metais/metais
boêmio	europeu
anho	vianda/carne
rebaixar	mortificar/degradar/classificar/piorar/humilhar/desvalorizar/exacerbar/agravar/aviltar/deslocar/mover/magoar/ofender/provocar
Zebra	equídeo/ungulados
costume	emprego/tradição/execução/hábito/ocupação/atividade
galocha	calçado
vidente	adivinhador
conta_corrente	contabilidade
notário	serventuário/funcionário
bate-papo	conversa/conversação
perguntar	refletir/inquérito/desafiar/expressar/dizer/formular/dirigir/questionar/pergunta/questão/transmitir/comunicar
Trapézio	balanço/baloiço
deter-se	parar
fingir	simular/desmentir
roleta_russa	façanha/proeza
hipertrofia	displasia/Displasia
maldade	estado/aversão/transgressão/Maldade/qualidade/Estado/situação/condição
visconde	Lorde/par/nobre
resgate	salvamento/recuperação/salvação
jornaleiro	lojista
emascular	enfraquecer/esterilizar
capilar	cano/canal/duto/conduto/tubo/pipeline/cachimbo
Centers_for_Disease_Control_and_Prevention	Governo/agência
remodelar	refazer/modelar/construir/criar/produzir/moldar/formar
bígamo	marido/cônjuge/esposo/consorte/homem
reinterpretar	compreender
freguês	comprador/cliente/consumidor
evadir-se	escapulir/escapar/fugir
mousse	sobremesa
Jukebox	gramofone/fonógrafo
cútis	estrato
autógrafo	assinatura/documentos
cogitação	pensamento/idéia
auditoria	contabilidade
desclassificar	subordinar
apresentação	proposição/começo/demonstração/diversão/divertimento/entretenimento/figura/ilustração/desenho/representação/informação/início
